,url_len,url_num_hyphens_dom,url_path_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_port,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),Result_v1,hyphens_ratio,total_tag
581,133.0,0.0,64.0,17.0,17.0,2.0,0.0,51.0,3.0,0.0,4.630387322,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-1,0.0,4.0
582,18.0,0.0,0.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,4.16385619,0.0,0.0,15.0,0.0,0.0,67.0,1.0,1.0,2.0,51.0,1,0.0,137.0
583,45.0,0.0,31.0,14.0,14.0,3.0,0.0,0.0,0.0,0.0,4.550931304,0.0,1.0,50.0,0.0,0.0,125.0,1.0,1.0,1.0,119.0,1,0.0,298.0
584,74.0,2.0,55.0,19.0,19.0,3.0,2.0,0.0,0.0,0.0,4.680348269,0.0,0.0,2.0,0.0,0.0,24.0,1.0,1.0,0.0,5.0,1,0.02702702702702703,33.0
585,20.0,0.0,6.0,14.0,14.0,3.0,0.0,0.0,0.0,1.0,3.661932872,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,110.0,1,0.0,137.0
586,26.0,0.0,0.0,26.0,26.0,2.0,0.0,0.0,0.0,0.0,3.89542387,0.0,0.0,14.0,0.0,0.0,187.0,1.0,1.0,0.0,180.0,1,0.0,383.0
587,37.0,0.0,24.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,4.094211919,0.0,0.0,8.0,0.0,0.0,45.0,1.0,1.0,1.0,54.0,-1,0.0,110.0
588,35.0,0.0,17.0,18.0,18.0,3.0,0.0,0.0,0.0,0.0,3.987090042,0.0,1.0,6.0,0.0,0.0,60.0,1.0,1.0,1.0,19.0,1,0.0,89.0
589,267.0,0.0,254.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,4.064342006,0.0,0.0,11.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,1,0.0,26.0
590,90.0,1.0,64.0,26.0,26.0,4.0,0.0,0.0,0.0,0.0,4.693343075,0.0,0.0,13.0,0.0,0.0,75.0,1.0,1.0,2.0,103.0,-1,0.011111111111111112,195.0
591,78.0,0.0,46.0,22.0,22.0,3.0,0.0,9.0,1.0,0.0,4.808554173,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,0.0,3.0
592,36.0,0.0,1.0,35.0,35.0,2.0,0.0,0.0,0.0,0.0,4.365364221,0.0,0.0,22.0,0.0,0.0,47.0,1.0,1.0,1.0,6.0,-1,0.0,78.0
593,166.0,0.0,142.0,24.0,24.0,4.0,0.0,0.0,0.0,0.0,4.903322072,0.0,0.0,6.0,0.0,0.0,6.0,1.0,1.0,1.0,2.0,-1,0.0,17.0
594,40.0,0.0,23.0,17.0,17.0,3.0,0.0,0.0,0.0,0.0,4.360142777,0.0,0.0,17.0,0.0,0.0,32.0,1.0,1.0,2.0,29.0,1,0.0,82.0
595,65.0,0.0,44.0,21.0,21.0,2.0,0.0,0.0,0.0,0.0,4.595254312,0.0,1.0,23.0,1.0,0.0,44.0,1.0,1.0,1.0,3.0,-1,0.0,75.0
596,34.0,0.0,7.0,27.0,27.0,1.0,0.0,0.0,0.0,0.0,4.121267947,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.0,62.0
597,49.0,2.0,17.0,32.0,32.0,2.0,0.0,0.0,0.0,0.0,4.273348734,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.04081632653061224,62.0
598,31.0,0.0,18.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,4.080439935,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1,0.0,6.0
599,29.0,0.0,18.0,11.0,11.0,3.0,0.0,0.0,0.0,1.0,4.305496794,0.0,0.0,9.0,0.0,0.0,109.0,1.0,1.0,1.0,50.0,-1,0.0,171.0
600,35.0,0.0,17.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,4.193251964,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.0,62.0
601,62.0,2.0,20.0,42.0,42.0,2.0,1.0,0.0,0.0,0.0,4.668130518,0.0,1.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,-1,0.03225806451612903,11.0
602,37.0,0.0,1.0,36.0,36.0,3.0,0.0,0.0,0.0,0.0,4.140361164,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1,0.0,5.0
603,54.0,0.0,41.0,13.0,13.0,3.0,1.0,0.0,0.0,0.0,4.532600093,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
604,16.0,0.0,0.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,3.849223912,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,4.0
605,25.0,1.0,11.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,4.030639062,0.0,0.0,12.0,0.0,0.0,10.0,1.0,1.0,0.0,481.0,1,0.04,505.0
606,43.0,0.0,27.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,4.246365421,0.0,0.0,10.0,0.0,0.0,19.0,1.0,1.0,1.0,0.0,-1,0.0,32.0
607,26.0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,4.175123135,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.038461538461538464,62.0
608,168.0,0.0,154.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,4.835354096,0.0,0.0,22.0,0.0,0.0,61.0,1.0,1.0,0.0,71.0,1,0.0,156.0
609,30.0,0.0,15.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,4.060574475,0.0,0.0,7.0,0.0,0.0,22.0,1.0,1.0,1.0,8.0,-1,0.0,40.0
610,30.0,0.0,19.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,4.098117812,0.0,0.0,2.0,0.0,1.0,19.0,1.0,1.0,1.0,9.0,-1,0.0,34.0
611,33.0,0.0,9.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,4.171474188,0.0,0.0,10.0,0.0,0.0,39.0,1.0,1.0,2.0,15.0,1,0.0,68.0
612,14.0,0.0,1.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,3.788754914,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,0.0,3.0
613,15.0,0.0,1.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,3.606936732,0.0,0.0,8.0,0.0,0.0,415.0,1.0,1.0,2.0,4.0,-1,0.0,431.0
614,66.0,0.0,39.0,27.0,27.0,3.0,0.0,0.0,0.0,0.0,4.454744292,0.0,1.0,8.0,0.0,0.0,34.0,1.0,1.0,1.0,10.0,-1,0.0,56.0
615,174.0,0.0,159.0,15.0,15.0,3.0,3.0,0.0,0.0,0.0,4.747161812,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,10.0,1,0.0,19.0
616,65.0,0.0,49.0,16.0,16.0,4.0,1.0,0.0,0.0,0.0,4.526331996,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
617,36.0,1.0,10.0,26.0,26.0,2.0,0.0,0.0,0.0,0.0,4.454766208,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.027777777777777776,62.0
618,38.0,2.0,11.0,27.0,27.0,3.0,0.0,0.0,0.0,0.0,4.072424141,0.0,0.0,2.0,0.0,0.0,40.0,1.0,1.0,1.0,21.0,-1,0.05263157894736842,66.0
619,89.0,1.0,13.0,34.0,34.0,3.0,0.0,41.0,1.0,0.0,4.818930668,0.0,0.0,1.0,0.0,0.0,88.0,1.0,1.0,1.0,26.0,-1,0.011235955056179775,118.0
620,72.0,0.0,58.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,4.719495742,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,-1,0.0,7.0
621,24.0,0.0,1.0,23.0,23.0,2.0,0.0,0.0,0.0,0.0,4.478232197,0.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,23.0,-1,0.0,52.0
622,38.0,1.0,10.0,28.0,28.0,2.0,0.0,0.0,0.0,0.0,4.277871086,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.02631578947368421,56.0
623,33.0,1.0,9.0,24.0,24.0,4.0,0.0,0.0,0.0,0.0,4.2595142,0.0,0.0,2.0,0.0,0.0,24.0,1.0,1.0,0.0,5.0,1,0.030303030303030304,33.0
624,38.0,0.0,25.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,4.280090318,0.0,0.0,2.0,0.0,0.0,8.0,1.0,1.0,1.0,7.0,-1,0.0,20.0
625,29.0,0.0,9.0,20.0,20.0,2.0,0.0,0.0,0.0,0.0,4.162573265,0.0,0.0,10.0,0.0,0.0,42.0,1.0,1.0,1.0,14.0,1,0.0,69.0
626,41.0,0.0,14.0,10.0,10.0,2.0,1.0,16.0,1.0,0.0,4.214661719,0.0,0.0,3.0,0.0,0.0,13.0,1.0,1.0,1.0,6.0,-1,0.0,25.0
627,17.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,4.168295834,0.0,0.0,15.0,0.0,0.0,67.0,1.0,1.0,2.0,51.0,1,0.0,137.0
628,53.0,0.0,1.0,52.0,52.0,2.0,0.0,0.0,0.0,0.0,4.380813773,0.0,0.0,24.0,0.0,0.0,50.0,1.0,1.0,1.0,14.0,-1,0.0,91.0
629,53.0,0.0,32.0,21.0,21.0,2.0,0.0,0.0,0.0,0.0,4.081891331,0.0,0.0,5.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,-1,0.0,15.0
630,105.0,0.0,82.0,23.0,23.0,6.0,0.0,0.0,0.0,1.0,4.61285147,0.0,0.0,5.0,0.0,0.0,26.0,1.0,1.0,1.0,3.0,-1,0.0,37.0
631,15.0,0.0,0.0,15.0,15.0,3.0,0.0,0.0,0.0,1.0,3.077323802,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1,0.0,10.0
632,26.0,0.0,13.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,3.984234165,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,0.0,3.0
633,25.0,0.0,1.0,24.0,24.0,2.0,0.0,0.0,0.0,0.0,4.327819531,0.0,0.0,24.0,0.0,0.0,41.0,1.0,1.0,1.0,9.0,-1,0.0,77.0
634,32.0,0.0,15.0,17.0,17.0,3.0,0.0,0.0,0.0,0.0,4.092342603,0.0,0.0,13.0,0.0,0.0,110.0,1.0,1.0,3.0,129.0,1,0.0,257.0
635,31.0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,4.037426976,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.03225806451612903,62.0
636,51.0,0.0,28.0,23.0,23.0,3.0,0.0,0.0,0.0,0.0,4.040738057,0.0,0.0,15.0,0.0,0.0,24.0,1.0,1.0,1.0,14.0,-1,0.0,56.0
637,27.0,0.0,9.0,18.0,18.0,3.0,0.0,0.0,0.0,0.0,3.836600341,0.0,1.0,9.0,3.0,3.0,8.0,1.0,1.0,1.0,117.0,1,0.0,144.0
638,17.0,0.0,0.0,17.0,14.0,3.0,0.0,0.0,0.0,1.0,3.553508855,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1,0.0,9.0
639,21.0,0.0,1.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,4.06610894,0.0,0.0,2.0,0.0,0.0,46.0,1.0,1.0,1.0,19.0,-1,0.0,70.0
640,26.0,0.0,12.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,4.07674143,0.0,0.0,7.0,0.0,0.0,51.0,1.0,1.0,1.0,104.0,1,0.0,165.0
641,27.0,0.0,5.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,3.976449973,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,18.0,-1,0.0,64.0
642,92.0,0.0,69.0,23.0,23.0,6.0,0.0,0.0,0.0,1.0,4.658661131,0.0,0.0,4.0,0.0,0.0,29.0,1.0,1.0,1.0,1.0,-1,0.0,37.0
643,31.0,1.0,10.0,21.0,21.0,2.0,0.0,0.0,0.0,0.0,4.233618885,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,92.0,-1,0.03225806451612903,138.0
644,35.0,1.0,10.0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,4.272804327,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,18.0,-1,0.02857142857142857,64.0
645,24.0,0.0,13.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,3.554229297,0.0,0.0,11.0,0.0,0.0,72.0,1.0,1.0,4.0,72.0,-1,0.0,161.0
646,25.0,0.0,10.0,15.0,15.0,4.0,0.0,0.0,0.0,1.0,4.015319531,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,5.0
647,59.0,0.0,27.0,32.0,32.0,5.0,0.0,0.0,0.0,0.0,4.658273764,0.0,0.0,5.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,-1,0.0,19.0
648,27.0,0.0,10.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,4.011585432,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,0.0,3.0
649,68.0,0.0,51.0,17.0,17.0,3.0,2.0,0.0,0.0,0.0,5.057161317,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,1,0.0,10.0
650,179.0,1.0,39.0,25.0,25.0,4.0,0.0,114.0,2.0,0.0,5.439224823,0.0,0.0,7.0,0.0,0.0,42.0,1.0,1.0,1.0,6.0,-1,0.00558659217877095,58.0
651,32.0,0.0,19.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.015920808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,3.0
652,32.0,1.0,10.0,22.0,22.0,2.0,0.0,0.0,0.0,0.0,4.246439345,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.03125,56.0
653,30.0,1.0,1.0,29.0,29.0,2.0,0.0,0.0,0.0,0.0,4.080414514,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.03333333333333333,62.0
654,926.0,0.0,910.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,3.490062039,0.0,0.0,13.0,0.0,0.0,26.0,1.0,1.0,1.0,93.0,1,0.0,135.0
655,22.0,0.0,1.0,21.0,21.0,2.0,0.0,0.0,0.0,0.0,3.728502116,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,4.0,-1,0.0,16.0
656,33.0,0.0,18.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,4.415311532,0.0,0.0,18.0,0.0,0.0,43.0,1.0,1.0,3.0,95.0,1,0.0,161.0
657,12.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,3.787143961,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,33.0,1,0.0,51.0
658,30.0,1.0,1.0,29.0,29.0,2.0,0.0,0.0,0.0,0.0,3.983740671,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,18.0,-1,0.03333333333333333,64.0
659,117.0,0.0,104.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.969008986,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,-1,0.0,5.0
660,60.0,0.0,42.0,18.0,18.0,4.0,0.0,0.0,0.0,0.0,4.5922822,0.0,11.0,0.0,0.0,0.0,56.0,0.0,1.0,2.0,11.0,-1,0.0,81.0
661,52.0,0.0,30.0,22.0,22.0,3.0,0.0,0.0,0.0,0.0,4.282581558,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,-1,0.0,9.0
662,99.0,0.0,82.0,17.0,17.0,4.0,0.0,0.0,0.0,0.0,4.807740682,0.0,0.0,5.0,0.0,0.0,12.0,1.0,1.0,1.0,3.0,1,0.0,23.0
663,17.0,0.0,1.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,3.65726823,0.0,0.0,4.0,0.0,0.0,183.0,1.0,1.0,1.0,564.0,1,0.0,754.0
664,51.0,2.0,17.0,34.0,34.0,3.0,0.0,0.0,0.0,0.0,4.2804511,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.0392156862745098,62.0
665,12.0,0.0,0.0,12.0,12.0,3.0,0.0,0.0,0.0,1.0,3.326360408,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1,0.0,6.0
666,24.0,0.0,11.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,4.115486633,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,4.0
667,48.0,0.0,36.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,4.185930514,0.0,2.0,14.0,0.0,0.0,52.0,1.0,1.0,3.0,34.0,1,0.0,107.0
668,14.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,3.784941827,0.0,1.0,49.0,0.0,0.0,109.0,1.0,1.0,1.0,73.0,1,0.0,235.0
669,41.0,1.0,10.0,31.0,31.0,3.0,0.0,0.0,0.0,0.0,4.3365631,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.024390243902439025,56.0
670,81.0,0.0,67.0,14.0,14.0,3.0,2.0,0.0,0.0,0.0,4.607707648,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
671,133.0,6.0,61.0,72.0,72.0,6.0,0.0,0.0,0.0,0.0,4.328895245,0.0,0.0,15.0,0.0,0.0,29.0,1.0,1.0,1.0,20.0,-1,0.045112781954887216,67.0
672,22.0,0.0,0.0,22.0,22.0,3.0,0.0,0.0,0.0,0.0,4.056564762,0.0,4.0,23.0,0.0,0.0,84.0,1.0,1.0,0.0,68.0,1,0.0,181.0
673,37.0,2.0,10.0,27.0,27.0,3.0,0.0,0.0,0.0,0.0,4.307759485,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.05405405405405406,56.0
674,55.0,0.0,45.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,4.552698876,0.0,0.0,3.0,0.0,0.0,70.0,0.0,1.0,0.0,9.0,-1,0.0,83.0
675,55.0,0.0,39.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,4.910179279,0.0,1.0,8.0,1.0,1.0,41.0,1.0,1.0,1.0,119.0,1,0.0,174.0
676,30.0,0.0,17.0,13.0,13.0,3.0,0.0,0.0,0.0,1.0,4.16542119,0.0,0.0,10.0,0.0,0.0,43.0,1.0,1.0,1.0,22.0,-1,0.0,78.0
677,94.0,2.0,27.0,55.0,55.0,7.0,0.0,11.0,0.0,0.0,4.720522405,0.0,0.0,5.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,-1,0.02127659574468085,19.0
678,34.0,0.0,17.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,4.195539744,0.0,0.0,9.0,0.0,0.0,8.0,1.0,1.0,1.0,4.0,-1,0.0,24.0
679,28.0,2.0,1.0,27.0,27.0,2.0,0.0,0.0,0.0,0.0,4.125871146,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.07142857142857142,56.0
680,69.0,0.0,19.0,13.0,13.0,1.0,0.0,36.0,2.0,0.0,5.198263862,0.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,1.0,8.0,-1,0.0,37.0
681,34.0,0.0,1.0,33.0,33.0,2.0,0.0,0.0,0.0,0.0,3.88729164,0.0,0.0,25.0,0.0,0.0,49.0,1.0,1.0,2.0,7.0,-1,0.0,85.0
682,51.0,1.0,17.0,34.0,34.0,2.0,0.0,0.0,0.0,0.0,4.361480236,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.0196078431372549,62.0
683,49.0,0.0,34.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,4.353320601,0.0,0.0,33.0,0.0,0.0,45.0,1.0,1.0,1.0,92.0,1,0.0,173.0
684,18.0,0.0,0.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,3.89366069,0.0,0.0,13.0,0.0,0.0,95.0,0.0,1.0,1.0,62.0,1,0.0,172.0
685,34.0,0.0,24.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,3.857943628,0.0,0.0,17.0,0.0,0.0,295.0,1.0,1.0,2.0,146.0,1,0.0,462.0
686,32.0,0.0,17.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,4.221049014,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1,0.0,5.0
687,18.0,0.0,0.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,3.86346519,0.0,0.0,12.0,0.0,0.0,118.0,1.0,1.0,1.0,34.0,1,0.0,167.0
688,37.0,2.0,10.0,27.0,27.0,3.0,0.0,0.0,0.0,0.0,4.24432053,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.05405405405405406,56.0
689,89.0,1.0,13.0,34.0,34.0,3.0,0.0,41.0,1.0,0.0,4.905020903,0.0,0.0,1.0,0.0,0.0,88.0,1.0,1.0,1.0,26.0,-1,0.011235955056179775,118.0
690,30.0,0.0,21.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,4.519999987,0.0,0.0,20.0,0.0,0.0,68.0,1.0,1.0,5.0,16.0,1,0.0,111.0
691,114.0,0.0,87.0,27.0,27.0,3.0,0.0,0.0,0.0,0.0,4.722522787,0.0,1.0,8.0,0.0,0.0,34.0,1.0,1.0,1.0,10.0,-1,0.0,56.0
692,34.0,0.0,17.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,4.320423375,0.0,0.0,9.0,0.0,0.0,8.0,1.0,1.0,1.0,4.0,-1,0.0,24.0
693,26.0,1.0,1.0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,4.116299606,0.0,3.0,35.0,0.0,0.0,173.0,1.0,1.0,5.0,217.0,-1,0.038461538461538464,435.0
694,32.0,0.0,15.0,17.0,17.0,2.0,2.0,0.0,0.0,0.0,4.079772731,0.0,0.0,13.0,0.0,0.0,20.0,1.0,1.0,1.0,44.0,1,0.0,80.0
695,17.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,4.084962501,0.0,0.0,13.0,0.0,0.0,95.0,0.0,1.0,1.0,62.0,1,0.0,172.0
696,43.0,0.0,16.0,21.0,21.0,2.0,0.0,5.0,1.0,0.0,4.59656563,0.0,1.0,2.0,0.0,0.0,56.0,1.0,1.0,2.0,6.0,-1,0.0,69.0
697,18.0,0.0,5.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,3.97366069,0.0,0.0,2.0,0.0,0.0,60.0,1.0,0.0,0.0,32.0,1,0.0,95.0
698,65.0,0.0,48.0,17.0,17.0,3.0,2.0,0.0,0.0,0.0,4.916607905,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1,0.0,9.0
699,32.0,2.0,1.0,31.0,31.0,2.0,0.0,0.0,0.0,0.0,3.996564719,0.0,1.0,12.0,0.0,0.0,61.0,1.0,1.0,1.0,17.0,-1,0.0625,94.0
700,20.0,0.0,4.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,3.994680368,0.0,1.0,5.0,0.0,0.0,70.0,1.0,1.0,1.0,48.0,-1,0.0,127.0
701,34.0,0.0,17.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,4.141619208,0.0,0.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.0,19.0
702,18.0,0.0,0.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,3.81366069,0.0,1.0,49.0,0.0,0.0,37.0,1.0,1.0,0.0,19.0,1,0.0,108.0
703,88.0,1.0,13.0,33.0,33.0,3.0,0.0,41.0,1.0,0.0,4.962041667,0.0,0.0,1.0,0.0,0.0,88.0,1.0,1.0,1.0,26.0,-1,0.011363636363636364,118.0
704,112.0,0.0,93.0,19.0,19.0,3.0,4.0,0.0,0.0,0.0,4.785087232,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,2.0
705,70.0,4.0,23.0,47.0,47.0,2.0,2.0,0.0,0.0,0.0,4.755912155,0.0,0.0,4.0,0.0,0.0,13.0,2.0,1.0,1.0,1.0,-1,0.05714285714285714,22.0
706,23.0,1.0,0.0,23.0,23.0,2.0,0.0,0.0,0.0,0.0,3.799581231,0.0,0.0,8.0,0.0,0.0,261.0,1.0,1.0,2.0,123.0,1,0.043478260869565216,396.0
707,38.0,0.0,26.0,12.0,12.0,2.0,0.0,0.0,0.0,0.0,4.597082818,0.0,0.0,3.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1,0.0,12.0
708,37.0,1.0,8.0,29.0,29.0,1.0,0.0,0.0,0.0,0.0,4.10231254,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.02702702702702703,62.0
709,32.0,0.0,18.0,14.0,14.0,3.0,0.0,0.0,0.0,1.0,4.416830348,0.0,0.0,9.0,0.0,0.0,109.0,1.0,1.0,1.0,50.0,-1,0.0,171.0
710,47.0,0.0,20.0,27.0,27.0,3.0,0.0,0.0,0.0,0.0,4.244462895,0.0,0.0,8.0,0.0,0.0,10.0,1.0,1.0,1.0,6.0,-1,0.0,27.0
711,19.0,0.0,4.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,3.690260391,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,0.0,4.0
712,17.0,1.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,3.73366069,0.0,0.0,3.0,0.0,0.0,251.0,1.0,1.0,2.0,131.0,-1,0.058823529411764705,389.0
713,65.0,0.0,50.0,15.0,15.0,3.0,0.0,0.0,0.0,1.0,4.350024745,0.0,0.0,7.0,0.0,0.0,37.0,1.0,1.0,1.0,7.0,-1,0.0,54.0
714,18.0,1.0,1.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,3.91326969,0.0,2.0,22.0,0.0,0.0,130.0,1.0,1.0,5.0,191.0,-1,0.05555555555555555,352.0
715,139.0,0.0,123.0,16.0,16.0,4.0,10.0,0.0,0.0,0.0,4.616956365,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1,0.0,8.0
716,17.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,3.938721876,0.0,0.0,15.0,0.0,0.0,59.0,1.0,1.0,0.0,36.0,1,0.0,112.0
717,50.0,0.0,27.0,23.0,23.0,2.0,0.0,0.0,0.0,0.0,4.19724791,0.0,0.0,44.0,0.0,0.0,83.0,1.0,1.0,1.0,10.0,-1,0.0,140.0
718,53.0,3.0,10.0,43.0,43.0,3.0,0.0,0.0,0.0,0.0,4.44441383,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.05660377358490566,62.0
